Product Title,Product SKU,Product Information,Sales Per Case
JELLY BELLY COCKTAIL CLASSICS JELLY BEAN ASSORTMENT 4.25 OZ BOX,"SKU
23695","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567990998


GTIN (case)
00071567648219


Country of Manufacture
United States


Pallet Pattern
18 cases per layer, 8 layers. 144 total cases per pallet.",
JELLY BELLY COCKTAIL CLASSICS JELLY BEAN MIX,"SKU
24043","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567529914


Pieces/LB
400


Country of Manufacture
United States


Pallet Pattern
28 cases per layer, 7 layers. 196 total cases per pallet.",
JELLY BELLY COCKTAIL CLASSICS JELLY BEANS 3.5 OZ BAG,"SKU
24136","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567990981


GTIN (case)
00071567661164


Certifications
Gluten Free


Country of Manufacture
United States


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY COCKTAIL CLASSICS JELLY BEANS 4.5 OZ FLIP TOP BOX,"SKU
26441","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567992701


UPC (inner)
071567992718


GTIN (case)
00071567200264


Country of Manufacture
United States


Pallet Pattern
22 cases per layer, 9 layers. 198 total cases per pallet.",
JELLY BELLY COCKTAIL CLASSICS JELLY BEANS 7.5 OZ GIFT BAG,"SKU
28434","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567993739


GTIN (case)
00071567768399


Country of Manufacture
United States


Pallet Pattern
21 cases per layer, 6 layers. 126 total cases per pallet.",
JELLY BELLY COCONUT JELLY BEANS,"SKU
G52802","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567528023


Pieces/LB
400


Country of Manufacture
United States


Pallet Pattern
28 cases per layer, 7 layers. 196 total cases per pallet.",
JELLY BELLY COLD STONE ICE CREAM PARLOR MIX 3.1 OZ BAG,"SKU
20622","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567988834


GTIN (case)
00071567668897


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY COLD STONE ICE CREAM PARLOR MIX JELLY BEANS,"SKU
20621","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567528436


Pieces/LB
400


Country of Manufacture
United States


Pallet Pattern
28 cases per layer, 7 layers. 196 total cases per pallet.",
JELLY BELLY COMBO SHELF KIT CURVE RACK,"SKU
42312","More Information                    




More Information


Kosher
No


Brand
JELLY BELLY


UPC
618645423124",
JELLY BELLY COTTON CANDY JELLY BEANS,"SKU
G52867","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567528672


Pieces/LB
400


Country of Manufacture
United States


Pallet Pattern
28 cases per layer, 7 layers. 196 total cases per pallet.",
JELLY BELLY COTTON CANDY JELLY BEANS 3.5 OZ BAG,"SKU
38405","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567981941


GTIN (case)
00071567668675


Certifications
Gluten Free


Country of Manufacture
United States


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY CURVE RACK (FRAME ONLY),"SKU
28810","More Information                    




More Information


Kosher
No


Brand
JELLY BELLY


UPC
071567881678


Pallet Pattern
2 cases per layer, 5 layers. 10 total cases per pallet.",
JELLY BELLY CURVE RACK PEG KIT,"SKU
42311","More Information                    




More Information


Kosher
No


Brand
JELLY BELLY",
JELLY BELLY DR. PEPPER 3.5 OZ PEG BAG,"SKU
44290","More Information                    




More Information


Kosher
No


Brand
JELLY BELLY


UPC
071567957779


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY DRAFT BEER JELLY BEANS 1.75 OZ CAN SHAPED TIN,"SKU
30710","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


Occasion
Father's Day


UPC
071567997706


GTIN (case)
00071567621076


Country of Manufacture
Thailand


Pallet Pattern
17 cases per layer, 9 layers. 153 total cases per pallet.",
JELLY BELLY DRAFT BEER JELLY BEANS BOTTLE 1.5 OZ,"SKU
31496","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


Occasion
Father's Day


UPC
071567997850


UPC (inner)
071567997867


GTIN (case)
00071567912129


Country of Manufacture
Thailand",
JELLY BELLY DUMBLEDORE 1.5 OZ CHOCOLATE WAND,"SKU
39920","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570008659


Country of Manufacture
United States


Pallet Pattern
21 cases per layer, 5 layers. 105 total cases per pallet.",
JELLY BELLY FABULOUS FIVE JELLY BEANS BOX,"SKU
24363","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567990929


GTIN (case)
00071567648165


Country of Manufacture
United States


Pallet Pattern
18 cases per layer, 8 layers. 144 total cases per pallet.",
JELLY BELLY FISH CHEWY CANDY 2.8 OZ PEG BAG,"SKU
25795","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567992923


GTIN (case)
00071567450072


Country of Manufacture
United States


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY FRENCH VANILLA JELLY BEANS,"SKU
G52805","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567528054


Pieces/LB
400


Country of Manufacture
United States


Pallet Pattern
28 cases per layer, 7 layers. 196 total cases per pallet.",
JELLY BELLY FRUIT BOWL JELLY BEANS,"SKU
G52990","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567529907


Pieces/LB
400


Country of Manufacture
United States


Pallet Pattern
28 cases per layer, 7 layers. 196 total cases per pallet.",
JELLY BELLY FRUIT BOWL JELLY BEANS 3.5 OZ BAG,"SKU
22413","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567661195


UPC (inner)
071567661201


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY FRUIT BOWL JELLY BEANS 7.5 OZ GIFT BAG,"SKU
28432","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567993685


GTIN (case)
00071567768344


Country of Manufacture
United States


Pallet Pattern
21 cases per layer, 6 layers. 126 total cases per pallet.",
JELLY BELLY GRAPE CRUSH SODA POP SHOPPE JELLY BEANS,"SKU
17316","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567528399


Pieces/LB
400


Country of Manufacture
United States


Pallet Pattern
28 cases per layer, 7 layers. 196 total cases per pallet.",
JELLY BELLY GREEN APPLE JELLY BEANS,"SKU
G52822","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567528221


Pieces/LB
400


Country of Manufacture
United States


Pallet Pattern
28 cases per layer, 7 layers. 196 total cases per pallet.",
JELLY BELLY GREEN APPLE JELLY BEANS 3.5 OZ PEG BAG,"SKU
52483","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567661348


GTIN (case)
00071567661355


Certifications
Gluten Free


Country of Manufacture
United States


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY GUMMI BEARS 3 OZ BAG,"SKU
22426","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567984669


GTIN (case)
00071567451161


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY GUMMI PET DINOSAUR,"SKU
G5240","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567052405


UPC (inner)
071567300063


GTIN (case)
00071567952958


Country of Manufacture
Thailand


Pallet Pattern
20 cases per layer, 7 layers. 140 total cases per pallet.",
JELLY BELLY GUMMI PET GATOR,"SKU
G5230","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567952101


UPC (inner)
071567300032


GTIN (case)
00071567052306


Country of Manufacture
Thailand


Pallet Pattern
20 cases per layer, 7 layers. 140 total cases per pallet.",
JELLY BELLY GUMMI PET RAT,"SKU
G5149","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567051491


UPC (inner)
071567300117


GTIN (case)
00071567952941


Country of Manufacture
Thailand


Pallet Pattern
20 cases per layer, 7 layers. 140 total cases per pallet.",
JELLY BELLY GUMMI PET TARANTULA,"SKU
G5252","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


Occasion
Halloween


UPC
071567052504


UPC (inner)
071567300018


GTIN (case)
00071567052528


Country of Manufacture
Thailand


Pallet Pattern
20 cases per layer, 7 layers. 140 total cases per pallet.",
JELLY BELLY GUMMIES 3.5 OZ PEG BAG,"SKU
44985","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570012625


UPC (inner)
071570450151


Certifications
Gluten Free


Country of Manufacture
Thailand


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY GUMMIES SOURS 3.5 OZ PEG BAG,"SKU
44983","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570012632


UPC (inner)
071570450168


Certifications
Gluten Free


Country of Manufacture
Thailand


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY HAPPY BIRTHDAY 1 OZ BAG,"SKU
50760","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567997133


GTIN (case)
00071567725347


Country of Manufacture
United States


Pallet Pattern
25 cases per layer, 14 layers. 350 total cases per pallet.",
JELLY BELLY HARRY POTTER 9 3/4 TICKET 1.5 OZ CHOCOLATE BAR,"SKU
41772","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570011505


GTIN (case)
00071570663797


Country of Manufacture
Thailand


Pallet Pattern
31 cases per layer, 16 layers. 496 total cases per pallet.",
JELLY BELLY HARRY POTTER BERTIE BOTT'S 1.9 OZ BAG,"SKU
39926","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570004835


GTIN (case)
00071570663483


Country of Manufacture
United States


Pallet Pattern
26 cases per layer, 10 layers. 260 total cases per pallet.",
JELLY BELLY HARRY POTTER BERTIE BOTT'S JELLY BEANS 1.25 OZ,"SKU
25568","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


Occasion
Halloween


UPC
071567992015


UPC (inner)
071567992022


GTIN (case)
00071567618052


Pallet Pattern
34 cases per layer, 8 layers. 272 total cases per pallet.",
JELLY BELLY HARRY POTTER BUTTERBEER BAR 1.87 OZ,"SKU
49295","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570017002


GTIN (case)
00071570641924


Country of Manufacture
Thailand


Pallet Pattern
24 cases per layer, 8 layers. 192 total cases per pallet.",
JELLY BELLY HARRY POTTER BUTTERBEER BARREL 1.5 OZ TIN,"SKU
49296","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570017279


GTIN (case)
00071570620226


Certifications
Gluten Free


Country of Manufacture
Thailand


Pallet Pattern
23 cases per layer, 5 layers. 115 total cases per pallet.",
JELLY BELLY HARRY POTTER BUTTERBEER JELLY BEAN 1 OZ BAG,"SKU
52199","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570018320


GTIN (case)
00071570725006


Certifications
Gluten Free


Country of Manufacture
United States


Pallet Pattern
25 cases per layer, 14 layers. 350 total cases per pallet.",
JELLY BELLY HARRY POTTER CHEWY CANDY 2.1 OZ BAG,"SKU
41771","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570011529


GTIN (case)
00071570663780


Certifications
Gluten Free


Country of Manufacture
Thailand


Pallet Pattern
25 cases per layer, 14 layers. 350 total cases per pallet.",
JELLY BELLY HARRY POTTER CHOCOLATE CREATURES 0.55 OZ,"SKU
39923","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570008376


GTIN (case)
00071570663605


Country of Manufacture
Thailand


Pallet Pattern
25 cases per layer, 9 layers. 225 total cases per pallet.",
JELLY BELLY HARRY POTTER CHOCOLATE FROG 0.55 OZ,"SKU
25569","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567992329


UPC (inner)
071567992626


GTIN (case)
00071567662673


Pallet Pattern
25 cases per layer, 10 layers. 250 total cases per pallet.",
JELLY BELLY HARRY POTTER CHOCOLATE WAND 1.5 OZ,"SKU
39919","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570008406


GTIN (case)
00071570663629


Country of Manufacture
Thailand


Pallet Pattern
21 cases per layer, 5 layers. 105 total cases per pallet.",
JELLY BELLY HARRY POTTER CREST JELLY BEAN 1 OZ TIN,"SKU
41773","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570011314


GTIN (case)
00071570620264


Certifications
Gluten Free


Country of Manufacture
Thailand


Pallet Pattern
24 cases per layer, 5 layers. 120 total cases per pallet.",
JELLY BELLY HARRY POTTER JELLY SLUGS 2.1 OZ,"SKU
30077","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071567996693


GTIN (case)
00071567662680


Country of Manufacture
Thailand


Pallet Pattern
25 cases per layer, 14 layers. 350 total cases per pallet.",
JELLY BELLY HARRY POTTER SOLID MILK CHOCOLATE GOLDEN SNITCH 1.65 OZ,"SKU
44986","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


UPC
071570013998


UPC (inner)
071570635701


Country of Manufacture
Thailand


Pallet Pattern
28 cases per layer, 7 layers. 196 total cases per pallet.",
JELLY BELLY HOLIDAY FAVORITES 3.5 OZ PEG BAG,"SKU
43654","More Information                    




More Information


Kosher
No


Brand
JELLY BELLY


Occasion
Christmas


UPC
071570008154


GTIN (case)
00071570661434


Certifications
Gluten Free


Country of Manufacture
Thailand


Pallet Pattern
33 cases per layer, 10 layers. 330 total cases per pallet.",
JELLY BELLY HOLIDAY FAVORITES 5 FLAVOR 4.25 OZ GIFT BOX,"SKU
30622","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


Occasion
Christmas


UPC
071567997539


GTIN (case)
00071567648981


Certifications
Gluten Free


Country of Manufacture
United States


Pallet Pattern
18 cases per layer, 8 layers. 144 total cases per pallet.",
JELLY BELLY HOP 4 OZ ACETATE,"SKU
41777","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


Occasion
Easter


UPC
071570011772


GTIN (case)
00071570648718


Certifications
Gluten Free


Country of Manufacture
United States


Pallet Pattern
18 cases per layer, 8 layers. 144 total cases per pallet.",
JELLY BELLY HOPPY EASTER BUNNY CARD 1 OZ,"SKU
50366","More Information                    




More Information


Kosher
Yes


Brand
JELLY BELLY


Occasion
Easter


UPC
071570017590


GTIN (case)
00071570457051


Country of Manufacture
Thailand


Pallet Pattern
33 cases per layer, 13 layers. 429 total cases per pallet.",
